owner,status,Submit Time,serial number,dlurl,hook,gen caption,IG caption,TT caption,CTA,Notes,Views,Likes,Comments,Shares
matt,ship,"August 9, 2025 at 12:31 AM",H38pQEEp,https://fassrytpmwgxwxrrnerk.supabase.co/storage/v1/object/public/reels/copy_ABF8E6F7-A404-46BE-86B6-1703DE967CCF.mov,Move like everything is gonna work out,"you know that feeling when youre standing at the edge of something big and your whole body is screaming no but theres this tiny voice that whispers yes? thats where i was six months ago. broke, scared, wondering if id made the biggest mistake of my life. but heres what nobody tells you about rock bottom - its solid ground to build on. started moving different. started walking into rooms like i belonged there even when my bank account said otherwise. started speaking up in meetings when my voice shook. started applying for jobs that felt way out of reach. and something weird happened. doors started opening. not all of them, but enough. people started listening. opportunities started showing up. turns out when you move through the world like good things are coming, the world starts to believe it too. its not magic, its not manifestation bs, its just physics. energy attracts energy. confidence builds confidence. and before you know it, that thing you were pretending starts becoming real. so yeah, move like everything is gonna work out. not because youre delusional but because acting like it might be the very thing that makes it true. and if youre reading this thinking yeah right easy for you to say, i get it. i really do. but what if...",,,,,,,,
matt,published,"August 9, 2025 at 12:42 AM",6zZ8gQOu,https://fassrytpmwgxwxrrnerk.supabase.co/storage/v1/object/public/reels/copy_16B918A0-E310-4CD8-B878-E2733FCA75B0.mov,Bro to bro,"so my buddy hits me up yesterday, completely defeated. says everyone our age seems miles ahead. bigger apartments, better jobs, the whole thing. and i get it man, i really do. sometimes i scroll through my feed and wonder how everyone else got the manual to life while im out here winging it. but then i remembered something. most of those people? they had connections. daddy's money. uncle's company. that internship their mom's friend hooked them up with. not saying thats wrong, just saying its different. we're out here building from scratch. no safety nets. no phone calls that open doors. just pure hustle and probably too much coffee. every single thing we got, we earned. every rejection made us tougher. every no taught us something. while they were taking elevators, we were building our own stairs. one shaky step at a time. and yeah it takes longer. yeah sometimes it feels impossible. but when you finally make it? when you finally get there? nobody can ever say you didn't earn it. nobody can take that away from you. because you know what it cost. you know every sacrifice, every late night, every moment you wanted to quit but didn't. thats the difference between given and earned. thats why we're not behind. we're just taking the scenic route. and trust me when i say",,,,,,,,
matt,reviewing,"August 11, 2025 at 11:34 PM",HOKcdolP,https://fassrytpmwgxwxrrnerk.supabase.co/storage/v1/object/public/reels/copy_142DB8D1-F426-41C4-A62F-4281EF24F54C.mov,What's not in your control:,"so i made this list the other day. everything thats actually in my control. started with the obvious ones - mindset, thoughts, self belief. then kept going. confidence, emotional maturity, patience. discipline too even when its hard.

then i realized something. every excuse ive ever made? wasnt on this list. bad economy, other peoples opinions, my past, where i grew up. none of that made the cut.

what did make it? my skillsets. can learn anything on youtube these days. knowledge - libraries are free. attitude? thats just a choice i make every morning. my style, how i present myself. my physique - nobody else is doing those pushups for me.

even my bank account made the list. not because money just appears. but because every financial decision is mine to make. save, spend, invest, learn about money. all me.

and probably the biggest one - my circle. who i let close. who i learn from. who i spend tuesday nights with.

funny thing is, this list is way longer than my excuse list ever was. turns out i control more than i thought. way more.

but heres what really got me...",,,,,,,,
matt,reviewing,"August 12, 2025 at 10:34 PM",rFS__p2O,https://fassrytpmwgxwxrrnerk.supabase.co/storage/v1/object/public/reels/copy_90A888E9-E2A9-4670-BEF3-8AB901180562.mov,they talk about you,"they talk about you, they joke about you, they whisper when you walk by. i get it. i used to be one of them too. sitting at the lunch table making fun of the kid who brought weird food or wore the same jacket every day. then life happened. my dad lost his job. we moved into my grandmas basement. suddenly i was the one bringing leftover rice and beans in tupperware. wearing my cousins hand me downs. funny how quick the tables turn right. but heres what they dont tell you about being on the outside. you start seeing things different. you notice the girl who eats alone isnt weird shes just tired of fake friends. the guy everyone calls broke is actually sending money home to his sick mom. we're all fighting battles nobody knows about. so yeah let them talk. let them joke. cause one day theyll realize the person they were laughing at was the only one who wouldve had their back when everyone else turned away. and by then itll be too late",,,,,,,,
matt,reviewing,"August 12, 2025 at 10:41 PM",n1nzyht0,https://fassrytpmwgxwxrrnerk.supabase.co/storage/v1/object/public/reels/copy_01B768C4-9472-435A-AA44-534F88251D38.mov,"""bro everyone is gonna think im weird for trying""",so my friend texts me at 2am saying she wants to start a podcast but shes scared everyone will think shes weird. i told her about this guy i knew in college who started making these random cooking videos in his dorm room. everyone made fun of him at first. called him chef boyardumb and stuff like that. but he kept posting these videos where he'd make ramen 47 different ways or whatever. fast forward 3 years and this dude has a cookbook deal and his own food truck. meanwhile the people who laughed at him are still scrolling through their phones at their desk jobs. heres the thing about being weird - you only look weird until it works. then suddenly everyone wants to know how you did it. they forget they ever laughed. they start saying stuff like oh i always knew you had it in you. but you remember. you remember who thought you were weird and who cheered you on anyway. the fear of looking stupid has killed more dreams than failure ever could. because at least when you fail you tried something. when you let the fear win you get nothing. not even a good story. so yeah maybe they'll think youre weird. maybe they'll laugh. but one day they might be telling people they knew you before you made it. and thats when you'll realize the only opinion that ever really mattered was...,,,,,,,,
rose,published,"July 31, 2025 at 6:48 PM",1QUV15JyUS3H1Jqim7TvZ35FZOidU2ktJ,,how much should I offer on a property?,"I started with nothing but this one formula that changed everything.

So you want to know exactly what to offer on a property? Cool. I get this question literally every single day.

Here's what most people don't realize. There's actually a stupidly simple formula that takes all the guesswork out of it.

First thing - you gotta know your ARV. That's After Repair Value for anyone new here. Basically what the house will be worth when it's all fixed up and pretty.

Then here's where it gets good. Take that ARV and multiply it by 0.7. That gives you your baseline.

Now subtract your repair costs. Be real about this number. Not what your cousin's friend who ""does construction"" tells you. Get actual contractor bids.

So let's say the ARV is 200k. Times 0.7 equals 140k. Your repairs are 30k. Your max offer? 110k.

But wait. There's more to this.

See, that 70% rule isn't just some random number I pulled out of thin air. It accounts for your profit, holding costs, realtor fees, and all that fun stuff that eats into your margins.

Now here's where beginners mess up. They get emotional. They start thinking ""but what if someone else offers more?"" or ""this is such a good neighborhood though.""

Stop. The numbers either work or they don't.

I've done over 100 deals with this exact formula. Sometimes I lose out to higher bidders. And you know what? Good for them. They probably lost money.

The real secret isn't just knowing the formula though. It's sticking to it when everyone else is going crazy. That's when the real money gets made.

Want to know the one adjustment I make that's helped me close 30% more deals without losing profit? Because once you understand this next part...","I used to freeze up every single time i had to make an offer on a property

I'd spend hours staring at comps trying to figure out the perfect number

analyzing every detail until my brain felt like mush

then id either lowball and lose the deal or overpay and kick myself later

until my mentor showed me something that changed everything

we were sitting in this dingy coffee shop going over a potential flip

I was doing my usual overthinking routine when he grabbed a napkin

drew three simple boxes

first box he wrote ARV
second box he wrote repairs
third box he wrote profit

then he did something so simple i felt stupid for not seeing it before

he drew arrows connecting them

ARV (-) Repairs (-) Profit (=) Your Offer

no complex spreadsheets, just basic math that works

I remember thinking it cant be that simple

but then we ran the numbers on that flip and after it was all said and done

that deal made me exactly 42k profit

now i use this formula on every single deal

sometimes i adjust the profit based on the risk but the formula never changes

harder renovation means i need more profit, easy cosmetic stuff maybe i take less

but here's the thing that really matters

when you know your numbers you can move FAST

the best part is you can explain it to sellers too

show them exactly why your offer makes sense

they might not like it but they understand it

and understanding builds trust, even when they say no initially

which happens a lot

but when their other buyers fall through.. guess who they remember?

the person who gave them straight numbers",,,,,,,
rose,published,"July 31, 2025 at 6:51 PM",1I48iwQQMTaWTgdRgu_neMaumC9ac85GS,,What if I can't find a buyer?,"so there I was, contract in hand, seller ready to go, and nobody to assign it to. stomach dropped. hands sweating. this was supposed to be my big break in wholesaling but I had zero buyers lined up. sound familiar?

I remember calling every number I could find online. leaving voicemails that never got returned. posting in facebook groups hoping someone would bite. nothing. meanwhile the clock was ticking on my contract.

that night I made a decision. if I was gonna make it in this business I needed a real buyers list. not just 10 or 20 names. I needed hundreds. thousands even.

started simple. went to every reia meeting in a 50 mile radius. brought donuts. people love donuts. collected business cards like they were gold. because they were.

then I discovered something. cash buyers leave breadcrumbs everywhere. property records showed who bought with cash. landlord associations had member lists. hard money lenders knew everyone.

within 90 days I had 500 names. kept pushing. automated my outreach. built relationships instead of just collecting contacts. year later I crossed 7,000 verified cash buyers.

now when I get a deal, I send one text blast. phone blows up within minutes. multiple offers. bidding wars. exactly how wholesaling should work.

the difference between struggling and succeeding in this business? its not about finding better deals. its about knowing exactly who wants them before you even make an offer. if you're still wondering who's gonna buy your next deal...","this question kills more wholesalers than anything else I see..

“but what if i don’t have a buyer?”

and hey, i get it!

why bother chasing a deal if you don’t have someone to hand it off to?

that pit in your stomach when the clock is ticking and there’s no solid buyer lined up? that's real.

but stop letting that be the reason you’re not calling homeowners.

stop using it as an excuse to avoid taking action.

after 400+ deals, i can tell you this with full confidence—

i’ve never had a deal i couldn’t find a buyer for.

never.

the truth is, if the deal is good, the buyers will show up.

yes, it’s smart to build your buyers list over time.

yes, it helps to have a few hungry investors ready to go.

absolutely, send out texts, go to meetups, post on socials, do all of it.

but that’s not the starting point.

your first move isn’t to build a perfect buyers list.

your first move is to get a property under contract.

because buyers don’t want “leads” or “maybes.”

they want deals. they want numbers. they want contracts.

so flip the mindset.

you don’t need 50 buyers to get started.

you need one deal to attract the right buyers.

don’t sit on your hands worrying about step 5 when you haven’t done step 1.

if you’ve got a solid deal and you know how to present it, you can find buyers in Facebook groups, in your network, through other wholesalers..

even right here in your city who are looking for their next project.

the key is action.

make the calls. talk to sellers. get the reps in.

because not having a buyer isn’t the real problem. 

waiting for the “perfect time” is...",,,,,,,
rose,published,"July 31, 2025 at 7:25 PM",1-WVZuFl1xjfjgVVyVQQ4PwihJX9s5GYf,,Buy rentals and retire,"Stack 10 of those properties? $5K/month in near-passive income. Back then, it was simple. and it worked. Today.. its a fucking mess. Let me tell you what changed. 2008 through 2015 was like the wild west of real estate. You could buy a decent rental for 50k, put 10k down, and rent it for $800. Do that 10 times and boom. Financial freedom. But somewhere along the way everything shifted. Property prices doubled. Then tripled. Interest rates went from 3% to 7%. Insurance companies lost their minds. And dont even get me started on property taxes. What used to cash flow $500 per door now barely breaks even. If youre lucky. The old playbook is dead. The one where you just buy and hold and wait. Where you could half ass property management and still make money. Where appreciation was guaranteed. That shit doesnt work anymore. But heres what nobody wants to admit. The opportunity is still there. Its just different. Way different. And most people are too stuck in 2010 to see it. While theyre crying about interest rates, the real players adapted. They found new strategies. New markets. New ways to create value. The game changed but the money didnt disappear. It just moved. And if you know where to look...","Rentals still work… if you’ve got money to burn.

If you’re sitting on $500K and buying in cash-flow goldmines? Sure. You’ll be fine.

But for the rest of us hard working god fearing folk? Buying one overpriced door at a time, hoping it covers itself?

That’s not investing. That’s praying in property form.

Most new investors don’t realize the math changed.

• $250K home
• $1,600 mortgage
• $1,800 rent (maybe)

By the time you pay taxes, insurance, maintenance?
You’re netting enough for Taco Bell.

You need volume to make rentals work.. and volume costs cash.

That’s why I tell every beginner the same thing: Start with wholesaling.

It’s fast. It’s low risk. It pays you to learn the game.

And one $20K deal moves you further than a year of rental income.

Use wholesaling to build the capital.

Then go back and buy properties the right way.

Cash-heavy. Tax-efficient. Strategically.

DM me “REI” and I’ll send a quick-start guide to make your first wholesale deal happen.

Because the goal isn’t just to own doors.. it’s to own freedom.",,,,,,,
rose,published,"July 31, 2025 at 7:30 PM",1KXeDN-T6vPg5ILNqTwOcOoiOchu9TbbT,,Most overcomplicate finding sellers,"Most investors overcomplicate finding motivated sellers. I'm going to show you how to do it with just your phone and a Google Sheet. No paid lists. No CRMs. No skip trace subscriptions. Just two websites and your time. First, go to Zillow. Type in your target neighborhood. Click on the filters. Now here's where it gets interesting. Instead of looking at what's for sale, look at what's been sitting. Properties listed over 90 days? That's your goldmine. Screenshot each one. Next, head to your county assessor's website. Public records are free, people just don't know how to use them. Search each address. Look for these red flags: tax liens, code violations, probate filings, or divorce records. All public info. All free. Now open that Google Sheet. Create columns for address, days on market, owner name, and red flags. This is your motivated seller database. Here's what nobody tells you. The best deals aren't from people trying to sell. They're from people who need to sell but haven't listed yet. That owner with three code violations and a tax lien? They're probably overwhelmed. That property sitting for 120 days? The seller might be getting desperate. Start sending handwritten letters. Not emails. Not texts. Actual letters. Because while everyone else is...","You don’t need skip tracing software.
You don’t need some $197/mo CRM.
You don’t need a paid lead list.

You need a phone.
You need Google Sheets.
And you need to give a fuck.

It's crazy how much people overcomplicate this business in their heads.

They hide behind tools instead of talking to people.

But if you’re willing to dig deeper, actually depper, you’ll find sellers no one else even knows exist.

Start here:
• Zillow pre-foreclosures
• TruePeopleSearch for phone numbers
• Track every lead in a sheet
• Call, knock, listen, solve

This is how I found my first deals.

Most investors call once and quit. That’s why they don’t win.

That won't be you.

DM me “SELLERS” and I’ll show you how I find sellers in any area in only 10 minutes.
",,,,,,,
rose,reviewing,"August 1, 2025 at 8:23 PM",15bfzru9v9YV347KmUjYh1vdq8MO1imuR,,losing deals before they begin,"Most investors lose the deal before it even begins.

Why? Because they don't know how to talk to homeowners.

One wrong move in foreclosure conversations kills your chances.

Here's how to master these calls and close deals without ever leaving your house.

Talking to homeowners isn't about being pushy or salesy.

It's about being the one person who actually listens.

Most homeowners in distress get 20+ calls from sharks trying to lowball them.

You? You're gonna be different.

Here's the exact framework I used to close 147 deals last year:

Step 1: Lead with empathy
""I saw your property might be going through some changes. How are YOU doing?""

Step 2: Shut up and listen
Let them talk for 5-10 minutes. Take notes. Show you care.

Step 3: Position yourself as the guide
""I've helped 200+ families in similar situations. Let me share what worked for them...""

Step 4: Present options, not ultimatums
Give them 3 paths forward. Let THEM choose.

Step 5: Follow up like your business depends on it
Because it does. 80% of my deals close on follow up #3-7.

The craziest part? You can do this from your couch.

No driving to appointments.
No awkward door knocking.
Just you, your phone, and the right words.

I turned this simple system into $1.2M last year.

While everyone else is chasing the hot markets, I'm cleaning up in Des Moines, Tulsa, and Little Rock.

Want my exact phone scripts that convert cold leads into $20K checks?

Comment ""SCRIPT"" and I'll send you the word-for-word templates plus my follow-up sequence.

Fair warning: These scripts work so well, you might quit your job next month.","""Most investors lose the deal before it even begins.

Why? Because they don't know how to talk to homeowners.

One wrong move in foreclosure conversations kills your chances.

Here's how to master these calls and close deals without ever leaving your house.

Talking to homeowners isn't about being pushy or salesy.

It's about being the one person who actually listens.

Most homeowners in distress get 20+ calls from sharks trying to lowball them.

You? You're gonna be different.

Here's the exact framework I used to close 147 deals last year:

Step 1: Lead with empathy
""""I saw your property might be going through some changes. How are YOU doing?""""

Step 2: Shut up and listen
Let them talk for 5-10 minutes. Take notes. Show you care.

Step 3: Position yourself as the guide
""""I've helped 200+ families in similar situations. Let me share what worked for them...""""

Step 4: Present options, not ultimatums
Give them 3 paths forward. Let THEM choose.

Step 5: Follow up like your business depends on it
Because it does. 80% of my deals close on follow up #3-7.

The craziest part? You can do this from your couch.

No driving to appointments.
No awkward door knocking.
Just you, your phone, and the right words.

I turned this simple system into $1.2M last year.

While everyone else is chasing the hot markets, I'm cleaning up in Des Moines, Tulsa, and Little Rock.

Want my exact phone scripts that convert cold leads into $20K checks?

Comment """"SCRIPT"""" and I'll send you the word-for-word templates plus my follow-up sequence.

Fair warning: These scripts work so well, you might quit your job next month.""",,,,,,,
rose,ready,"August 6, 2025 at 4:54 PM",1Rqa_h_gymHM4oJhDcLjsoM7zeUWjNVQs,,If I lost it all tomorrow,"If I lost everything tomorrow…

Here's exactly how I'd go from $0 to $2.5M again.

No fluff. No theory. Real results.

This is the tactical blueprint I've used to close 70+ deals a year.

First thing I'd do?

Forget the sexy markets. No Miami. No Vegas. No LA.

I'd go straight to the boring zip codes where everyone else is sleeping.

That's where the money lives.

Step 1: Find distressed properties nobody wants
Hop on Xome or Auction.com. Filter for properties under $150K that need work.
These sellers are DESPERATE.

Step 2: Get them under contract for 50-70% of value
No cash needed. Just a simple one-page agreement.
(DM me ""CONTRACT"" and I'll send you mine free)

Step 3: Find a cash buyer
Post in local Facebook real estate groups. Text every ""We Buy Houses"" sign.
Investors are foaming at the mouth for deals right now.

Step 4: Assign the contract
Sell your position for $10-20K profit.
Never touched the property. Never spent a dime.

That's wholesaling.
That's how you print money with $0.

While everyone's crying about interest rates...
Smart people are getting RICH.

One deal pays your rent for 6 months.
Three deals and you quit your job.
Ten deals? Welcome to the 1%.

I went from broke med school dropout to 7-figure business doing this.
No special skills. No rich uncle. No magic.

Just boring markets and desperate sellers.

Here's the truth nobody tells you:
The biggest risk isn't losing money.
It's staying stuck where you are.

Ready to change your life?

Comment ""REI"" below and I'll personally send you my complete wholesaling blueprint.

Only doing this for the next 24 hours.

Let's get to work.","Forget the sexy markets. No Miami. No Vegas. No LA.

I'd go straight to the boring zip codes where everyone else is sleeping. That's where the money lives.

Find distressed properties nobody wants (Xome or Auction.com). Get them under contract with a one-page agreement. Post in local Facebook real estate groups. Text every ""We Buy Houses"" sign. Sell your position for $10-20K profit. See it through to closing.

That's wholesaling.

One deal pays your rent for 6 months.

Three deals and you quit your job.

Ten deals? Welcome to the 1%.

I went from broke med school dropout to 7-figure business doing this.

No special skills, handouts or rich uncles. Just boring markets and sellers in need.

Once you learn how you can help these sellers:

The biggest risk isn't losing money.
It's staying stuck where you are.

Ready to change your life?

Comment ""REI"" below and I'll personally send you my complete wholesaling blueprint.

Only doing this for the next 24 hours.",,,,,,,
rose,ready,"August 6, 2025 at 5:06 PM",1z1C73hZQePJGg7ll3J4hJ-4-rg8rPOQy,,Most avoid door knocking,"Most real estate investors avoid door knocking.

""It's scary.""
""It's unsafe.""
""It's too much work.""

But here's what they don't realize:

I built a $200k/month business because I did what they wouldn't.

While they're sitting behind screens waiting for leads, I'm face to face with sellers who need help NOW.

No competition.
No bidding wars.
Just me and a motivated seller.

Here's the truth nobody tells you:

The scariest part is knocking on the first door.

After that? It's just conversations.

Half the time, they're grateful someone showed up.

The other half? They say no and you move on.

But those yeses...

$15k assignment fee.
$22k assignment fee.
$31k assignment fee.

From conversations that started with a knock.

Look, I get it. I was terrified my first time too.

Hands shaking.
Heart racing.
Almost drove away 3 times.

But that one conversation changed everything.

Now I teach others the exact script I use.

The neighborhoods I target.
The times that work best.
How to stay safe doing it.

You don't need to be fearless.
You just need to be willing.

DM me ""KNOCK"" and I'll send you my door knocking blueprint free.

The same one my students use to close their first deals in 30 days.

Stop letting fear keep you broke.","Most real estate investors avoid door knocking.

scary, unsafe, too much work, I've heard em all.

you build a huge business doing what other's don't want to do.

while they're sitting behind screens waiting for leads, I'm face to face with sellers who need help NOW.

you're in their DMs I'm in front of them IRL

Truth is, it's intimidating knocking on someone's door.

But after the first few, you see them differently.

They're just conversations!

Half the time, they're grateful someone showed up.

The other half? They say no, close the door, you shake it off and move on.

But those yeses...
$15k assignment fee.
$22k assignment fee.
$31k assignment fee.

From conversations that started with a knock. With a simple ""Hey, I'm Ben. How's it going today?""

One conversation can change everything.

Now I teach others how to do this too.

You don't need to be fearless.

You just need to be willing.

Comment ""REI"" and I'll get you set up for free with a simple-to-follow blueprint.

The same one my students use to close their first deals this year.",,,,,,,
rose,reviewing,"August 6, 2025 at 5:17 PM",1Oq-ARgkNOYdPezw5_-ufo73fPkVr30pr,,$34K on my first deal,"I thought wholesaling would be easy money until reality hit hard.

Two months deep, zero deals, account on empty.

Then I saw it: condemned house, perfect opportunity.

Slapped a sticky note on the door with my cash offer.

Skip traced five numbers. All disconnected.
Mailed a letter. Returned to sender.
Dead end everywhere I turned.

But here's what separates closers from quitters...

I hit up the neighbors. Asked about the owner.
Found out he moved to a nursing home three towns over.
Drove 45 minutes, bought him coffee, made my pitch.

$12,000 assignment fee two weeks later.

Most people quit after the first no.
Winners keep digging till they strike gold.

Your first deal is hiding behind rejection.
You just gotta outlast the nos.

We teach this exact persistence system inside our free masterclass.

Comment HUSTLE and I'll send you the link.",,,,,,,,
